Column,name,wiki_name,birth_date,link,born_place,lat,long,Born in,kneset,Knesset_number,education,occupations,army_service,language
817,פת גדעון,,02/02/1933,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=164,ירושלים-ישראל,31.78199,35.21961,ישראל,"חבר הכנסת ה-7, 8, 9, 10, 11, 12, 13","7 ,8 ,9 ,10 ,11 ,12 ,13","['- תואר ראשון בכלכלה, אוניברסיטת ניו-יורק']",['כלכלן'],שירת בנח”ל,"שפות
אנגלית, גרמנית"
818,פתל דוד,,"ג' באלול תרפ""א, 16/09/1921",https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=583,בצרה-עיראק,33,44,עיראק,"חבר הכנסת ה-4, 5, 6","4 ,5 ,6",,,,
819,צבן יאיר,,23/08/1930,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=165,ירושלים-ישראל,31.78199,35.21961,ישראל,"חבר הכנסת ה-10, 11, 12, 13","10 ,11 ,12 ,13",['- בוגר סמינר הקיבוצים למורים על-יסודיים  - תואר ראשון בפילוסופיה כללית ויהודית'],"['מורה, עיתונאי']",שירת בפלמ”ח,"שפות
אנגלית"
820,צברי רחל,,27/07/1909,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=584,תל-אביב-ישראל,32.08088,34.78057,ישראל,"חברת הכנסת ה-2, 3, 4, 5, 6","2 ,3 ,4 ,5 ,6",['- בית-הספר לבנות בנווה צדק  - בית-המדרש למורות בתל אביב  - לימודים באוניברסיטה העברית'],,,
821,צברי פנחס,,27/12/1956,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=722,ישראל,31.5,34.75,ישראל,חבר הכנסת ה-15,15,['תואר ראשון במינהל עסקים'],,רס”ן,
822,צדוק חיים יוסף,,02/10/1913,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=585,רווה-רוסקה-פולין,52,20,פולין,"חבר הכנסת ה-3, 4, 5, 6, 7, 8, 9","3 ,4 ,5 ,6 ,7 ,8 ,9",['- לימודים בגימנסיה ברווה-רוסקה  - לימודי פילוסופיה ויהדות באוניברסיטת ורשה  - תואר במשפטים מבית-הספר הממשלתי למשפטים בירושלים'],,"- עד שנת 1945 שירת בהגנה ובמשטרת היישובים העבריים.
- במלחמת העצמאות שירת כקצין בצה”ל.",
823,צוקר דוד,,11/09/1948,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=107,חיפה-ישראל,32.81841,34.9885,ישראל,"חבר הכנסת ה-11, 12, 13, 14","11 ,12 ,13 ,14","['- תואר ראשון בכלכלה ויחסים בין-לאומיים, האוניברסיטה העברית  - תואר שני במדע המדינה, האוניברסיטה העברית  - לימודים לקראת תואר דוקטור, אוניברסיטת תל אביב']",,"נח”ל, צנחנים","אנגלית, צרפתית"
824,צור רונן,,27/07/1969,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=762,Israel,31.5,34.75,ישראל,חבר הכנסת ה-16,16,,,,
825,צור דוד,,12/07/1959,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=890,איסטנבול-טורקיה,41.2629,28.74242,טורקיה,חבר הכנסת ה-19,19,"['- BA – תואר ראשון במדע המדינה והחברה, אוניברסיטת תל-אביב  - קורס דירקטורים  - קורס פיננסים לבכירים']","['ניצב בדימוס, מנכ”ל ובעלים של חברת GLS']",סמ”ר בשחרור ורס”ן במיל`,"שפות
אנגלית, ספרדית"
826,צור צבי,,01/01/1923,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=588,רוסיה,60,100,רוסיה,חבר הכנסת ה-6,6,"['- התחנך בישראל.  - השתלם בארצות הברית במינהל ציבורי, 1951.  - השתלם בצרפת, 1958–1960.']",,"- כשהיה בן 16, בשלהי מאורעות 1936, הצטרף ל”הגנה”.
- בשנת 1948, כמג”ד ב”גבעתי”, כונן את פלוגת הג`יפים שנתפרסמה בכינוי ”שועלי שמשון”.
- בשנים 1952–1956 היה ראש אגף כוח אדם בצה”ל.
- בשנים 1956–1958 היה אלוף פיקוד המרכז.
- בשנת 1958 התמנה לסגן הרמטכ”ל.
- בשנים 1961–1963 היה הרמטכ”ל של צה”ל.",
827,צור זאב,,11/09/1911,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=586,קרייסקי-(פלך-גרודנה)-פולין,52,20,פולין,"חבר הכנסת ה-3, 6","3 ,6",['- הגימנסיה העברית בגרודנה  - הטכניון בווילנה'],,,
828,צור יעקב,,04/04/1937,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=587,חיפה-ישראל,32.81841,34.9885,ישראל,"חבר הכנסת ה-10, 11, 12","10 ,11 ,12",['- בית-הספר הריאלי בחיפה  - לימודי מקרא והיסטוריה באוניברסיטה העברית'],,,
829,צידון יואש,,28/11/1926,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=589,פוקשני-רומניה,46,25,רומניה,חבר הכנסת ה-12,12,['- בית-הספר הימי העברי שעל-יד הטכניון  - בית-הספר למלחמה אווירית בצרפת'],,"- שירת בפלמ”ח, 1944–1948.
- יצא בשליחות עלייה ב' לאירופה, מצרים וקפריסין, 1945–1947.
- במלחמת העצמאות פיקד על שיירות בדרך לירושלים.
- בחיל האוויר היה טייס קרבי, טייס ניסוי, מדריך טיס, מפקד טייסת וסגן מפקד בסיס.
- היה ראש אמצעי הלחימה וראש התכנון של חיל האוויר.
- בשנת 1966 השתחרר מצה”ל.",
830,ציזלינג אהרן,,26/02/1901,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=590,נרוצ`יובוצי-רוסיה-הלבנה,53,28,בלארוס,"חבר הכנסת ה-1, 2","1 ,2",['- בית-ספר ”תחכמוני” בתל אביב  - גימנסיה ”הרצלייה”'],,,
831,צימרמן צבי,,02/01/1913,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=591,סקלה-שבחבל-זברוביץ-פולין,52,20,פולין,"חבר הכנסת ה-4, 5, 6, 7","4 ,5 ,6 ,7",['- למד ב”חדר”  - למד בגימנסיה בטרנופול  - למד משפטים באוניברסיטת קרקוב'],['עורך דין'],,
832,צינקר אלכסנדר,,02/01/1953,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=229,אוקראינה,49,32,אוקראינה,חבר הכנסת ה-15,15,"['- תואר שני במכון הפוליטכני בארמניה, 1975  - תואר שלישי – PH.D, במרכז מדעי לניהול במוסקבה, 1988']",['מנתח מערכות'],,רוסית
833,צלנר יובל,,"כ""ג באדר תשל""ח, 02/03/1978",https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=853,ישראל,31.5,34.75,ישראל,"חבר הכנסת ה-18, 19","18 ,19",['- 2006–2008: MBA מבית-הספר למינהל עסקים במרכז הבינתחומי  - 2004–2007: תואר שני במדע המדינה מאוניברסיטת תל אביב  - 1999–2004: תואר ראשון במדע המדינה (בהצטיינות) מאוניברסיטת תל אביב  - 1999–2003: תואר ראשון במשפטים מהאוניברסיטה העברית'],['עורך דין'],"- רב”ט בחטיבת הצנחנים
- לוחם",
834,צפורי מרדכי,,15/09/1924,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=592,פתח-תקווה-ישראל,32.08707,34.88747,ישראל,"חבר הכנסת ה-9, 10","9 ,10",['- בית-ספר דתי בפתח-תקווה  - המכללה לפיקוד ומטה  - אוניברסיטת תל אביב'],,"- בשנים 1948–1976 שירת בצה”ל.
- בשנת 1950 סיים קורס קציני חי”ר.
- בשנת 1954 סיים קורס מ”פים לחי”ר.
- בוגר בית-הספר לפיקוד ומטה, 1959.
- בשנים 1962–1965 היה מג”ד בחיל השריון.
- במלחמת ששת הימים היה מפקד חטיבה משוריינת שלחמה בדרום.
- בשנת 1968 התמנה למפקד בית-הספר לשריון.
- בשנת 1971 התמנה לסגן מפקד גייסות השריון.
- בשנת 1973 התמנה למפקד המכללה הבין-זרועית לפיקוד ולמטה.
- בשנת 1974 התמנה לעוזר ראש אג”ם במטכ”ל.
- השתחרר בדרגת תת-אלוף.",
835,צרצור אברהים,,02/02/1959,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=800,כפר-קאסם-ישראל,31.5,34.75,ישראל,"חבר הכנסת ה-17, 18, 19","17 ,18 ,19","['תואר ראשון בספרות אנגלית ולינגוויסטיקה מאוניברסיטת בר-אילן, 1981']",,,"שפות
עברית, אנגלית, ערבית"
836,קאבלה עינב,Einav Kabla,"ז' בתשרי תש""מ, 27/09/1979",https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=1037,אשקלון-ישראל,31.66926,34.57149,ישראל,חברי הכנסת ה-23,,"['- תואר ראשון במשפטים, אוניברסיטת בר אילן  - תואר שני במשפטים, אוניברסיטת בר אילן  - רישיון לעריכת דין']",,,
837,קהלני אביגדור,,16/06/1944,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=108,נס-ציונה-ישראל,31.92933,34.79868,ישראל,"חבר הכנסת ה-13, 14","13 ,14",['- תואר ראשון בהיסטוריה כללית מאוניברסיטת תל אביב  - תואר שני במדע המדינה מאוניברסיטת חיפה'],['קצין בצה”ל'],תת-אלוף,"שפות
אנגלית"
838,קוז'ינוב אנדרי,קוז'ינוב אנדרי,28/12/1979,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=1033,קאזאן-ברית-המועצות,55.78874,49.12214,ברית המועצות,חברי הכנסת ה-23,23,"['- תואר ראשון בתקשורת ויחסים בינלאומיים  - תואר שני בחקר סיכסוכים, ניהולם ויישובם']",,,
839,קול עדי,,19/03/1976,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=891,ירושלים-ישראל,31.78199,35.21961,ישראל,חברת הכנסת ה-19,19,"['- LLB – תואר ראשון במשפטים, האוניברסיטה העברית בירושלים  - LLM – תואר שני במשפטים, אוניברסיטת קולומביה, ניו-יורק, ארה”ב  - PHD – דוקטורט במשפטים מטעם אוניברסיטת קולומביה, ניו-יורק, ארה”ב']","['מרצה באוניברסיטה, מצילה בבריכה']",סמלת,"שפות
אנגלית"
840,קול משה,,28/05/1911,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=593,פינסק-רוסיה,60,100,רוסיה,"חבר הכנסת ה-2, 4, 5, 6, 7, 8","2 ,4 ,5 ,6 ,7 ,8",['- לימודים ב”חדר” מתוקן  - לימודים בגימנסיה העברית ”תרבות” בפינסק  - לימודים באוניברסיטה העברית'],,,
841,קולס אליעזר,,29/08/1944,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=594,קיזלורדה-רוסיה,60,100,רוסיה,"חבר הכנסת ה-10, 11","10 ,11",['- בית-הספר ”חוגים” בחיפה  - כלכלה וסטטיסטיקה ומשפטים באוניברסיטה העברית  - עורך דין מוסמך'],,,
842,קופמן חיים,,12/12/1934,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=166,תל-אביב-ישראל,32.08088,34.78057,ישראל,"חבר הכנסת ה-8, 9, 10, 11, 12, 13","8 ,9 ,10 ,11 ,12 ,13",['השכלה משפטית – בית הספר למשפט וכלכלה בתל אביב'],['מנהל חברות'],קצין בתותחנים מוצנחים,"שפות
אנגלית, יידיש"
843,קוק הלל,,24/07/1915,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=595,קרוק-ליטא,55.41667,24,ליטא,חבר הכנסת ה-1,1,['- בית-ספר דתי בעפולה  - ישיבת ”מרכז הרב” בירושלים  - לימודי מדעי היהדות באוניברסיטה העברית (כתלמיד שלא מן המניין)'],,,
844,קורן דוד,,08/06/1917,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=596,ירושלים-ישראל,31.78199,35.21961,ישראל,"חבר הכנסת ה-7, 8","7 ,8",['- הגימנסיה העברית בירושלים  - סמינר למורים ברמת רחל  - לימודים במשך שנה אחת באוניברסיטה העברית בירושלים'],,"- ראש אגף המנהלה בחיל האוויר
- קצין החינוך של הנח”ל",
845,קורן יצחק,,13/03/1911,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=597,קישינב-רוסיה,60,100,רוסיה,"חבר הכנסת ה-4, 5, 7","4 ,5 ,7",['- למד בגימנסיה בקישינב.  - למד משפטים באוניברסיטת יאסי.  - קיבל הסמכה לעורך דין ברומניה.'],,,
846,קורן דני,,19/01/1945,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=763,ישראל,31.5,34.75,ישראל,חבר הכנסת ה-16,16,"['- .B.A בכלכלה ומדע המדינה, האוניברסיטה עברית בירושלים  - .M.A במדע המדינה (בהצטיינות), האוניברסיטה עברית בירושלים  - .Ph.D ב”לונדון סקול אוף אקונומיקס”, אנגליה  - לימודי תעודה (בהצטיינות) ברשות ניירות הערך האמריקאית (SEC), ניו-יורק']",,"- קצין חי”ר ותותחנים בדרגת סרן
- לחם במלחמות ישראל מאז מלחמת ששת הימים
- במלחמת ששת הימים לחם בקרב על ירושלים
- היה מדריך בבית-הספר לקצינים ובבית-הספר לפיתוח מנהיגות של צה”ל",
847,קורן נורית,,"כ""ו בשבט תש""כ, 24/02/1960",https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=944,ירושלים-ישראל,31.78199,35.21961,ישראל,חברת הכנסת ה-20,20,"['- תואר שני LLM במשפט מסחרי, אוניברסיטת בר-אילן  - תואר ראשון LLB במשפטים, הקריה האקדמית ”אונו”  - תואר ראשון BA במדעי החברה והרוח, בהצטיינות, האוניברסיטה הפתוחה  - קורס הכשרת דירקטורים, אוניברסיטת בר-אילן  - קורס גישור, המרכז הישראלי למו”מ, רמלה']",['עורכת דין ומגשרת בתחום האזרחי'],,אנגלית
848,קורפו חיים,,06/01/1921,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=598,ירושלים-ישראל,31.78199,35.21961,ישראל,"חבר הכנסת ה-7, 8, 9, 10, 11, 12","7 ,8 ,9 ,10 ,11 ,12",['- תלמוד תורה ”מאה שערים”  - ישיבת ”חברון”  - ישיבת לומזיה בפתח תקווה  - סמינר למורים ”מזרחי”  - הפקולטה למשפטים באוניברסיטה העברית  - מוסמך לעורך דין'],,,
849,קושניר יוסף,,15/11/1900,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=599,סרביה-רוסיה,60,100,רוסיה,"חבר הכנסת ה-4, 5","4 ,5",['- למד בבית-הספר למשפטים בירושלים.  - הוסמך לעורך דין.'],,,
850,קושניר אלכס,Alex Kushnir,"ב' בחשוון תשל""ט, 02/11/1978",https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=1024,דרוהוביץ'-אוקראינה,49.34991,23.50561,אוקראינה,"22,23-חבר כנסת ה","22,23","['- תואר ראשון בכלכלה, האוניברסיטה העברית  - תואר שני במינהל עסקים, מכללת קריית אונו']",,"שירות צבאי
סרן",
851,קיסר ישראל,,20/05/1931,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=167,צנעא-תימן,15.35472,44.20667,תימן,"חבר הכנסת ה-11, 12, 13","11 ,12 ,13",['- בשנת 1956 קיבל תואר בוגר מטעם האוניברסיטה העברית בסוציולוגיה וכלכלה.  - בשנת 1972 קיבל תואר מוסמך מטעם אוניברסיטת תל-אביב בלימודי עבודה.  - למד הוראה והדרכה בסמינר בית-הכרם.  - סיים קורס שנתי בלימודי משק וכלכלה.'],['כלכלן וסוציולוג'],סרן,"שפות
אנגלית, ערבית"
