Column,name,position,govermmrnt number,educaction,occupations,army_service,party
891,שלום סילבן,משנה לראש הממשלה,32,"['- עורך דין, אוניברסיטת תל אביב, 1996  - תואר שני במדיניות ציבורית, אוניברסיטת תל אביב, 1991  - רואה חשבון, אוניברסיטת בן-גוריון, 1983  - כלכלן, אוניברסיטת בן-גוריון, 1983']",['עיתונאי'],סמל,הליכוד
892,מופז שאול,משנה לראש הממשלה,32,"['- בוגר המכללה לפיקוד ומטה של חיל הנחתים האמריקני בקוונטיקו, וירג`יניה  - בעל תואר בוגר במינהל עסקים מטעם אוניברסיטת בר-אילן  - לימודים לתואר מוסמך במינהל עסקים בר-אילן']",,"- התגייס לצה”ל בשנת 1966, התנדב לחטיבת הצנחנים ושירת בה בכל מסלולי הפיקוד, ממפקד מחלקה ועד למפקד החטיבה.
- במלחמת ששת הימים לחם כצנחן בסיני, ובמלחמת ההתשה היה מפקד מחלקה בגדוד 890 של חטיבת הצנחנים.
- במלחמת יום הכיפורים היה מפקד סיירת הצנחנים.
- בשנת 1976 השתתף במבצע יונתן.
- בתקופת מלחמת שלום הגליל פיקד על חטיבת חי”ר בפיקוד הצפון, ולאחריה התמנה למפקד בית הספר לקצינים של צה”ל (בה”ד 1).
- בשנת 1986 מונה למפקד חטיבת הצנחנים.
- בשנת 1988 הועלה לדרגת תת-אלוף ומונה למפקד אוגדת מילואים משוריינת.
- בשנת 1990 התמנה למפקד עוצבת הגליל.
- בשנת 1993 מונה למפקד כוחות צה”ל ביהודה ושומרון.
- בשנת 1994 הועלה לדרגת אלוף ומונה לתפקיד אלוף פיקוד הדרום.
- בשנת 1996 התמנה לתפקיד ראש אגף התכנון במטכ”ל.
- בשנת 1997 מונה לסגן הרמטכ”ל וראש אג”ם.
- כיהן כראש המטה הכללי ה-16 של צה”ל משנת 1998 עד שנת 2002.",קדימה
893,ליברמן אביגדור,סגן ראש הממשלה,32,['תואר ראשון במדעי החברה באוניברסיטה העברית בירושלים'],,"שירות צבאי
רב”ט",ישראל ביתנו
894,שטייניץ יובל,שר האוצר,32,"['- תואר ראשון ותואר שני בפילוסופיה (בהצטיינות), האוניברסיטה העברית, ירושלים  - דוקטורט בפילוסופיה של המדע, אוניברסיטת תל-אביב']",['מקצוע\nמרצה לפילוסופיה'],"שירות צבאי
לוחם בגולני, לוחם בחטיבת אלכסנדרוני במילואים",הליכוד
895,לנדאו עוזי,שר האנרגיה והמים,32,"['- B.S ו-M.S, הטכניון בחיפה  - PHD, המכון הטכנולוגי של מסצ`וסטס (MIT) בארצות הברית']",['מנתח מערכות'],"רב-סרן, צנחנים",ישראל ביתנו
896,ברק אהוד,שר הביטחון,32,['- 1968 – תואר ראשון במתמטיקה ובפיזיקה מהאוניברסיטה העברית בירושלים  - 1977 – תואר שני בניתוח מערכות מאוניברסיטת סטנפורד בקליפורניה'],,"- בשנת 1959 התגייס לשירות צבאי בחיל השריון.
- במלחמת ששת הימים לחם כמפקד צוות סיור.
- בשנים 1971–1973 שירת בסיירת מטכ”ל ומונה למפקדהּ.
- במאי 1972 פיקד על מבצע ההצלה לשחרור חטופי מטוס ”סבנה”, שחברי ארגון הטרור ”ספטמבר השחור” השתלטו עליו והנחיתו אותו בשדה התעופה בלוד.
- במלחמת יום הכיפורים פיקד על גדוד שריון שלחם בקרב על החווה הסינית בסיני.
- ביוני 1976 עמד בראש צוות התכנון של ”מבצע אנטבה” לשחרור הנוסעים היהודים שנחטפו לאוגנדה בטיסת ”אייר פראנס”.
- בשנת 1981 מונה לאלוף ולראש אגף התכנון במטכ”ל.
- במבצע ”שלום הגליל” שירת כסגן מפקד הכוח העל-אוגדתי שלחם בבקעת הלבנון.
- בשנת 1983 נתמנה לראש אגף המודיעין.
- בשנת 1986 נתמנה לאלוף פיקוד המרכז.
- בשנת 1987 נתמנה לסגן הרמטכ”ל, שהיה אז דן שומרון.
- בשנים 1991–1995 היה הרמטכ”ל ה-14 של מדינת ישראל.
- ביולי 1993, עקב הסלמה במצב הביטחוני בגבול הצפון, יזם עם ראש הממשלה ושר הביטחון דאז, יצחק רבין, את מבצע ”דין וחשבון”, פעולה רחבת היקף שעשה צה”ל בגבול זה מאז מלחמת לבנון.
- בספטמבר 1993, לאחר החתימה על הסכם הצהרת העקרונות עם הפלסטינים, עסק ביישום סידורי הביטחון ובהיערכותו מחדש של צה”ל באזורי עזה ויריחו, שעל-פי ההסכם הועברו לידי הפלסטינים.
- לפני פרישתו משירות פעיל בצה”ל, במסגרת השיחות הדו-צדדיות בין ישראל לסוריה, פגש פעמיים את עמיתו הסורי בוושינגטון.
בשירותו הצבאי זכה אהוד ברק במספר העיטורים הגדול ביותר בצה”ל: עיטור המופת וארבעה צל”שים על אומץ לב ועל הצטיינות בקרב.",העצמאות
897,אריאל אטיאס,שר הבינוי והשיכון,32,,,,ש”ס
898,אדלשטיין יולי יואל,שר ההסברה,32,['בוגר ”עמיתי ירושלים” חינוך יהודי'],['מקצוע\nמחנך'],"שירות צבאי
רב”ט שלב ב'",הליכוד
899,ליברמן אביגדור,שר החוץ,32,['תואר ראשון במדעי החברה באוניברסיטה העברית בירושלים'],,"שירות צבאי
רב”ט",ישראל ביתנו
900,סער גדעון,שר החינוך,32,"['- תואר ראשון במדעי המדינה, אוניברסיטת תל אביב  - תואר ראשון במשפטים, אוניברסיטת תל אביב']",['מקצוע\nעורך דין'],"שירות צבאי
סמל ראשון, לוחם ומש”ק מודיעין בחטיבת גולני",הליכוד
901,שמחון שלום,שר החקלאות ופיתוח הכפר,32,['- בגרות מלאה  - תואר ראשון בעבודה סוציאלית'],['עובד סוציאלי וחקלאי'],"- מפקד טנק
- רב סמל",העצמאות
902,נוקד אורית,שרת החקלאות ופיתוח הכפר,32,['תואר ראשון במשפטים'],['עורכת דין'],סמ”ר בחיל הקשר,העצמאות
903,הרשקוביץ דניאל,שר המדע והטכנולוגיה,32,['רב ופרופסור למתמטיקה'],['רב ופרופ` למתמטיקה'],חיל המודיעין – רס”ן,הבית היהודי
904,יעקב נאמן,שר המשפטים,32,,,,
905,הרצוג יצחק,"שר העבודה, הרווחה והשירותים חברתיים",32,"['- L.L.B משפטים, אוניברסיטת תל-אביב  - לימודים אקדמיים נוספים באוניברסיטאות קורנל וניו-יורק']",['עורך-דין'],"- 4 שנים, כולל קבע
- מילואים פעיל, כיום רס”ן (במיל`)",העבודה
906,ישי אליהו,שר הפנים,32,['- השכלה תיכונית  - השכלה תורנית'],,בשנים 1980–1983,ש”ס
907,כץ ישראל,שר התחבורה והבטיחות בדרכים,32,"['- תואר ראשון, האוניברסיטה העברית,  - לימודים לתואר שני, אוניברסיטת בר-אילן']",['מקצוע\nחקלאי'],"שירות צבאי
סרן",הליכוד
908,כץ ישראל,"שר התחבורה, התשתיות הלאומיות והבטיחות בדרכים",32,"['- תואר ראשון, האוניברסיטה העברית,  - לימודים לתואר שני, אוניברסיטת בר-אילן']",['מקצוע\nחקלאי'],"שירות צבאי
סרן",הליכוד
909,מיסז`ניקוב סטס,שר התיירות,32,"['- תואר ראשון במדעי החברה והמדינה, אוניברסיטת תל אביב, 1992  - תואר שני במינהל עסקים ושיווק, אוניברסיטת תל אביב, 2000']",['מנהל שיווק'],טוראי,ישראל ביתנו
910,בן-אליעזר בנימין,"שר התעשיה, המסחר והתעסוקה",32,['- השכלה תיכונית  - בוגר בית-הספר לפיקוד ומטה של צה”ל  - בוגר המכללה לביטחון לאומי'],,"- בשנת 1954 התגייס לצה”ל ושירת בחטיבת גולני כחייל וכקצין.
- במלחמת ששת הימים היה מפקד סיירת שקד בפיקוד הדרום.
- בשנת 1968 נפצע בהתקפה ירדנית על המסוק שטס בו.
- בשנת 1970 נשלח מטעם צה”ל לסינגפור וסייע שם בהקמת בית-ספר לפיקוד ומטה.
- במלחמת יום הכיפורים היה סגן מפקד חטיבה, ולאחר המלחמה התמנה למפקד חטיבה מרחבית של צה”ל בגבול לבנון.
- באמצע שנות ה-70 מונה למפקדה הראשון של מפקדת אזור דרום לבנון ובתפקיד זה היה אחראי לפתיחת ”הגדר הטובה” בין ישראל ללבנון ולהקמת צבא דרום-לבנון בפיקודו של מייג`ור סעד חדד.
- בשנים 1978–1982 היה מפקד אזור יהודה ושומרון. בתפקיד זה עבד בשיתוף פעולה עם גורמים באוכלוסייה הפלסטינית במאמץ לכונן את ”אגודת הכפרים” – הנהגה פלסטינית אלטרנטיבית לאש”ף.
- בשנת 1982 שוחרר מצה”ל, אך בשנת 1983 קרא לו שר הביטחון משה ארנס לשוב לשירות. הוא שירת כמתאם פעולות הממשלה ביהודה, בשומרון ובחבל-עזה.
- בשנת 1984 שוחרר מצה”ל סופית, בדרגת תת-אלוף, והצטרף לחיים הפוליטיים והציבוריים.",העבודה
911,כחלון משה,שר התקשורת,32,['- תואר ראשון במשפטים במכללת נתניה  - תואר ראשון במדעי המדינה ולימודים כלליים באוניברסיטת חיפה  - לימודי שמאות רכב בטכניון חיפה (לימודי חוץ)'],,"- 1978–1986 – שירות חובה וקבע
- תפקיד אחרון: מדריך ראשי במתקן האימונים עורף צפון",הליכוד
912,לבנת לימור,שרת התרבות והספורט,32,"['החוג לתורת הספרות הכללית, אוניברסיטת תל-אביב']",['פרסומאית'],"- חטיבה 7, חיל השריון
- סמלת (מיל`) – ח”ן, חינוך וסעד",הליכוד
913,לנדאו עוזי,שר התשתיות הלאומיות,32,"['- B.S ו-M.S, הטכניון בחיפה  - PHD, המכון הטכנולוגי של מסצ`וסטס (MIT) בארצות הברית']",['מנתח מערכות'],"רב-סרן, צנחנים",ישראל ביתנו
914,אהרונוביץ יצחק,השר לביטחון הפנים,32,"['תואר ראשון בהיסטוריה כללית, אוניברסיטת חיפה']",['משטרה'],סגן-אלוף,ישראל ביתנו
915,ארדן גלעד,השר להגנת הסביבה,32,"['- LLB – תואר ראשון במשפטים, אוניברסיטת בר-אילן  - תואר שני בהצטיינות במדע המדינה, מנהיגות ציבורית ופוליטית, אוניברסיטת תל-אביב']",['עורך-דין'],סרן במילואים,הליכוד
916,דיכטר אבי,השר להגנת העורף,32,"['תואר ראשון במדעי החברה, אוניברסיטת בר-אילן, סיום בשנת 1986  תואר שני במנהל עסקים, אוניברסיטת תל-אביב, סיום בשנת 1999']",,,קדימה
